Student_ID,Course_ID,Actual,Predicted,Error
40211104,40BQ371,4,4.5101,0.5101
40211145,40BC011,1,2.903,1.903
40411147,40BA061,2,2.903,0.903
40211215,40BD032,3,2.903,0.097
40311121,40BC011,4,1.7534,2.2466
40411256,40BA102,4,2.903,1.097
40411105,40BQ311,5,2.903,2.097
40211116,40BA051,2,2.9924,0.9924
40211111,40BQ381,1,2.6988,1.6988
40211106,409A012,2,2.5032,0.5032
40211249,40BR082,4,3.9081,0.0919
40211222,40BA092,4,4.2995,0.2995
40211123,40BA021,4,3.608,0.392
40211262,40BR042,4,2.903,1.097
40411228,40BA062,3,2.903,0.097
40211105,40BA051,3,3.4998,0.4998
40311158,40BA221,2,2.4428,0.4428
40211138,40BQ171,4,3.6393,0.3607
40211129,40BC021,4,3.7423,0.2577
40411218,40BR022,3,2.903,0.097
40311129,40BQ331,1,2.9053,1.9053
40211234,40BA022,3,3.9225,0.9225
40211206,40BA062,4,2.7786,1.2214
40211211,40BR372,3,3.4704,0.4704
40311248,40BA132,5,4.5672,0.4328
40211136,40BQ371,3,4.2061,1.2061
40211247,409Z501,5,5.0,0.0
40311250,40BA012,5,3.4117,1.5883
40311236,40BA062,4,1.9996,2.0004
40311216,40BR042,4,4.0141,0.0141
40311218,40B8932,4,3.5491,0.4509
40311146,40BA221,1,2.0946,1.0946
40211144,40BA021,4,2.903,1.097
40211248,40BD012,3,3.2168,0.2168
